,date,text,username,day_of_week,hour,safe,time_bin,label
111,2020-04-04 14:21:59-04:00,"Daily bike rides afford me time to appreciate NYC architecture in a way I never have in 26 years. Ocean Ave, Prospect Park adjacent. #QuarantineLife – at Prospect Park",Clarknt67,Saturday,14,,2020-04-04 14:20:00,
112,2020-04-04 14:53:50-04:00,#turtletime @Prospect Park https://www.instagram.com/p/B-kdjOFH_VZ/?igshid=15vj053krxtne,LostMagicFound,Saturday,14,,2020-04-04 14:50:00,
113,2020-04-04 14:57:47-04:00,#swan @Prospect Park https://www.instagram.com/p/B-kd9mFnwwK/?igshid=ptgr90z2bjv,LostMagicFound,Saturday,14,,2020-04-04 14:50:00,
114,2020-04-04 16:26:40-04:00,Prospect Park is packed. Unreal.,,Saturday,16,0.0,2020-04-04 16:20:00,1.0
115,2020-04-04 16:55:02-04:00,These turtles are not properly social distancing – at Prospect Park,thegoldston,Saturday,16,,2020-04-04 16:50:00,
116,2020-04-04 17:06:36-04:00,Prospect Park / from a distance – at Prospect Park,alisancirakoglu,Saturday,17,0.0,2020-04-04 17:05:00,1.0
117,2020-04-04 17:27:06-04:00,"Spring continues to bloom... Park was definitely not empty, and still too many on the main drive but fewer knuckleheads and people are giving wider berth. I stayed on side paths. @Prospect Park https://www.instagram.com/p/B-kvHabDuvJ/?igshid=i5goy0l11j27",popartist61,Saturday,17,,2020-04-04 17:20:00,
118,2020-04-04 17:27:28-04:00,OMG are you KIDDING ME? #aaugh,CriticTot,Saturday,17,,2020-04-04 17:20:00,
119,2020-04-04 18:24:48-04:00,Sad to miss running citifield today. @SpartanRace @spartanrace thanks to sarsaparilla.susan for talking me into #spartanvirtualsprint we even found stairs. #5k #obstacles @Prospect Park https://www.instagram.com/p/B-k1t_tDHXU/?igshid=169rmt82mfpws,hgnycld,Saturday,18,1.0,2020-04-04 18:20:00,0.0
120,2020-04-04 19:09:46-04:00,Saturday afternoon April 4 update around 3:45pm. NYC’s Prospect Park #publicspace seems less crowded. More physical distancing. Many with face coverings. Gorgeous day out. Had a solid run. Meditated in the sun. Body needed longer session in our local star light so bad. #COVID19 – at Prospect Park,danlatorre,Saturday,19,,2020-04-04 19:05:00,
121,2020-04-04 19:12:04-04:00,Did you #goskate on #saturday #saturdayfunday #skate #skating #inlineskating #rollerskating #rollerblading #speedskating #skatingspeedinline #icapture_michael_grebinsky #takinoskates #mpc #empireskate… https://www.instagram.com/p/B-k5fuKppjw/?igshid=1lfvtf9mo3ni9,Mgrebinsky,Saturday,19,1.0,2020-04-04 19:05:00,0.0
122,2020-04-04 19:16:26-04:00,Here’s what the running trail is like in the park. Plenty of #publicspace to keep over 2 meters distance. #coronavirus #COVID19 – at Prospect Park Loop,danlatorre,Saturday,19,,2020-04-04 19:05:00,
123,2020-04-04 19:17:16-04:00,Stickball in the Slope @Park Slope Historic District https://www.instagram.com/p/B-k7udlp-Nj/?igshid=1lbubjvi6xx4a,brooklynkid1951,Saturday,19,,2020-04-04 19:05:00,
124,2020-04-04 19:20:12-04:00,My childhood home 207 Berkeley Place @Park Slope Historic District https://www.instagram.com/p/B-k8D0IJGbp/?igshid=1wci9m634fbpc,brooklynkid1951,Saturday,19,0.0,2020-04-04 19:20:00,1.0
125,2020-04-04 19:26:08-04:00,"Here’s the loop road in Prospect Park #publicspace. Definitely requires agile maneuvering to maintain 2+ meters physical distance. I like the challenge, keeps the act of running more alive. The flowering trees were radiant making most pause in delight. #coronavirus #covid19 – at Prospect Park Loop",danlatorre,Saturday,19,,2020-04-04 19:20:00,
126,2020-04-04 19:45:48-04:00,"I turned location services on for all my apps, because why not?",bdelanghe,Saturday,19,,2020-04-04 19:35:00,
127,2020-04-04 20:33:02-04:00,"Brooklyn rush hour - April 4, 2020 @brklynbes @ThePhotoHour @StormHourMark @nycgo @NY1 @News12BK #CoronavirusNewYork #NYCLockdown #COVID19",ariane321,Saturday,20,1.0,2020-04-04 20:20:00,0.0
128,2020-04-04 22:26:36-04:00,You already beat it ? Finished the whole game? How many hr of gameplay???,fatespeakstruth,Saturday,22,,2020-04-04 22:20:00,
129,2020-04-04 22:32:55-04:00,"Here’s a picture of my family. And sometimes I’ve taken them for granted. But in a time of anxiety and stress, when hearing endless sirens from ambulances, seeing flashing lights through my bedroom window, and… https://www.instagram.com/p/B-lSHWSFTOI/?igshid=1nb700ft6xgv4",malward314,Saturday,22,,2020-04-04 22:20:00,
130,2020-04-05 00:39:01-04:00,Park Slope peeps 1967 @Park Slope Historic District https://www.instagram.com/p/B-lgi_7J0WB/?igshid=845jb41q55tn,brooklynkid1951,Sunday,0,,2020-04-05 00:35:00,
131,2020-04-05 09:40:13-04:00,"Eastern cottontail, yesterday in @prospect_park – at Prospect Park",allieri,Sunday,9,,2020-04-05 09:35:00,
132,2020-04-05 10:48:20-04:00,#tunnel #prospectpark #brooklyn #newyorkcity #portrait #andrewbwhite #pentax50mmf12 #adaptedlens #manualfocus #nycphotographer @nycprimeshot #nycphotography @Prospect Park https://www.instagram.com/p/B-mmRiepE-o/?igshid=zlxxh6d7s2j0,andrewbwhite1,Sunday,10,,2020-04-05 10:35:00,
133,2020-04-05 10:52:11-04:00,#redwingedblackbird #prospectpark #nature #brooklyn #newyorkcity #andrewbwhite #jupiter37a #adaptedlens #manualfocus #nycphotographer @nycprimeshot #nycphotography @Prospect Park https://www.instagram.com/p/B-mmtpCJrUd/?igshid=1wh0ono9jdhtn,andrewbwhite1,Sunday,10,,2020-04-05 10:50:00,
134,2020-04-05 10:56:55-04:00,#redwingedblackbird #nature #prospectpark #brooklyn #newyorkcity #andrewbwhite #jupiter37a #adaptedlens #manualfocus #nycphotographer @nycprimeshot #nycphotography @Prospect Park https://www.instagram.com/p/B-mnQffpItE/?igshid=p1o6kqr823mu,andrewbwhite1,Sunday,10,,2020-04-05 10:50:00,
135,2020-04-05 12:47:40-04:00,It took a global health crisis to get me on a Citibike. @Prospect Park https://www.instagram.com/p/B-mz7trgAyF/?igshid=wc7p26itlnqe,Vspiz,Sunday,12,,2020-04-05 12:35:00,
136,2020-04-05 14:02:52-04:00,My dog is bad at social distancing – at Prospect Park,manwitheyebrows,Sunday,14,,2020-04-05 13:50:00,
137,2020-04-05 14:16:24-04:00,Just think of the future #tanlines #QuarantineDiaries #coronavirus #Queerantine #QuarantineLife #mascsformasks – at Prospect Park,Kaitruggiero,Sunday,14,,2020-04-05 14:05:00,
138,2020-04-05 14:31:13-04:00,GORGEOUS @Prospect Park Zoo https://www.instagram.com/p/B-m_yAKg99c-pUUeleUtIWO58rq1dLSUZ3wjqo0/?igshid=bbryr2ebm9wv,scout_weird,Sunday,14,,2020-04-05 14:20:00,
139,2020-04-05 14:53:34-04:00, @Prospect Park https://www.instagram.com/p/B-nCV2PACTtSgm3BUkemRXn2iw5U7uSgBLO-5w0/?igshid=vd10uefb51b0,scout_weird,Sunday,14,,2020-04-05 14:50:00,
140,2020-04-05 15:17:24-04:00,Neighborhood. #socialdistancing #stayhome #quarantinelife #newyorktough #nyc @Prospect Park https://www.instagram.com/p/B-nFEc6loHx/?igshid=1lrmz5mtbzk0t,malward314,Sunday,15,,2020-04-05 15:05:00,
141,2020-04-05 15:43:28-04:00,,sundaysyd_,Sunday,15,,2020-04-05 15:35:00,
142,2020-04-05 16:06:22-04:00,"I'm at Prospect Park - @nycparks in Brooklyn, NY w/ @evelinechao",MarcHadfield,Sunday,16,,2020-04-05 16:05:00,
143,2020-04-05 16:25:53-04:00,Prospect park is packed right now- not even 25% of people wearing masks! What is wrong with these people – at Prospect Park,LisbethKaufman,Sunday,16,0.0,2020-04-05 16:20:00,1.0
144,2020-04-05 17:50:17-04:00,Still getting out there – at Prospect Park,ryan_deepclub,Sunday,17,,2020-04-05 17:50:00,
145,2020-04-05 18:10:12-04:00,Sensational walk with #PeteyPiro this afternoon. . I wish more people were observing the social distancing. It adds a layer of stress to the experience — dodging peeps to maintain that distance when they… https://www.instagram.com/p/B-nY1wyhLj1/?igshid=tdkleozyijhz,scottpiro,Sunday,18,0.0,2020-04-05 18:05:00,1.0
146,2020-04-05 23:54:22-04:00,#cleansweepnyc We are all doing our part by staying home to stop the spread of #COVID19. Why aren’t we cleaning the streets littered with gloves and masks? Gloves even stuck on the tires of cars! Our streets are like minefields Where are the sweepers? @NYCMayorsOffice @NYCMayor,LeouMary,Sunday,23,,2020-04-05 23:50:00,
147,2020-04-06 11:02:55-04:00,Outtake: badass cartoonist lianafinck for @NYMag. This was one my favorite and most chill assignments in 2019. Special thanks to Megan Paetzhold @meganistamcfly! @Park Slope Historic District https://www.instagram.com/p/B-pMvQogOi8/?igshid=8ijcznu8iyxq,mcooperco,Monday,11,,2020-04-06 10:50:00,
148,2020-04-06 13:25:39-04:00,daily julius – at Prospect Park,harharbinks,Monday,13,,2020-04-06 13:20:00,
149,2020-04-06 13:26:25-04:00,"Golden-crowned kinglet, making her way migrating through @prospect_park. An exciting first for me! #birdphotography #birdbk #bird #birding #birdsnyc #prospectpark #wildlife #wildlifephotography #nyc #nycwildlife #nycwild #spring #coronavirus #brooklyn #leica #leicaphotography – at Prospect Park",allieri,Monday,13,,2020-04-06 13:20:00,
150,2020-04-06 14:41:51-04:00,WFH social distancing done right. #fireescape #brooklynlockdown #pleasestayhomefortheloveofgodiwanttoleavemyhouseatsomepoint @Park Slope Historic District https://www.instagram.com/p/B-ply9qjPhw/?igshid=1kqty9notsx9y,armadillofancyp,Monday,14,,2020-04-06 14:35:00,
151,2020-04-06 14:54:07-04:00,Tired of the same mundane routine – at Lonelyville,caitxvibes,Monday,14,,2020-04-06 14:50:00,
152,2020-04-06 15:09:02-04:00,Geese vs. Dogs. Choose your player! – at Prospect Park,almequina,Monday,15,,2020-04-06 15:05:00,
153,2020-04-06 15:12:49-04:00,"This picture made my day @harperbooks. You’re the best. #Repost @harperbooks with @get_repost ・・・ Big Little Lies meets Presumed Innocent in this riveting novel from @kimmccreight, in which a Brooklyn woman’s… https://www.instagram.com/p/B-ppVjxgmLS/?igshid=1ld2hyi0xrwn8",kimmccreight,Monday,15,,2020-04-06 15:05:00,
154,2020-04-06 15:54:26-04:00,The park was pretty empty at midday. People were social distancing and for the most part wearing something over their faces. @Prospect Park https://www.instagram.com/p/B-puGbFDYNX/?igshid=jw49lcl6g8q3,brooklynkid1951,Monday,15,1.0,2020-04-06 15:50:00,0.0
155,2020-04-06 16:47:17-04:00,It’s nice for one day and just look at these assholes not social distancing! – at Prospect Park,jotheskimo,Monday,16,0.0,2020-04-06 16:35:00,1.0
156,2020-04-06 17:11:29-04:00,"Can we please just close the parks, because obviously Brooklyn isn’t getting the message. #stupidbrooklyn #whatcurve @Prospect Park https://www.instagram.com/p/B-p265sjLjf/?igshid=12l7gz4aen9aw",theotnerd,Monday,17,0.0,2020-04-06 17:05:00,1.0
157,2020-04-06 19:41:18-04:00, – at Prospect Park,KathyAnnH,Monday,19,,2020-04-06 19:35:00,
158,2020-04-06 20:00:37-04:00,"Sarah and Anton. Prospect Park lakeside, March 27, 2020. #prospectparklakeside . The date on this photo definitely changes the context. I’ve taken walks to the park about 3 times since early March, all keeping… https://www.instagram.com/p/B-qKRgRD4gv/?igshid=iy718fkh82fx",kmeisterphoto,Monday,20,,2020-04-06 19:50:00,
159,2020-04-06 20:17:49-04:00,One day at a time . . #newyorktough #nyc #brooklyn @Prospect Park https://www.instagram.com/p/B-qMPwrl58S/?igshid=ycchox5e493p,malward314,Monday,20,,2020-04-06 20:05:00,
160,2020-04-06 21:57:38-04:00,"Teach truth, Whether it fills the room or empties it. #AlleyneMAGIC http://alleyneART.com @Prospect Park Zoo https://www.instagram.com/p/B-qXqlSnad5/?igshid=p02fazwwd89g",ARTalleyne,Monday,21,,2020-04-06 21:50:00,
161,2020-04-06 22:49:03-04:00,"The scene from our back door seems deceptively idyllic as spring is finally encouraging growth out there. You only have to go a couple of blocks to the local hospital to see the impact of the invisible enemy around us. There, you can see its impact, even from the outside.",stribs,Monday,22,,2020-04-06 22:35:00,
162,2020-04-07 13:40:27-04:00,Just posted a photo @Prospect Park https://www.instagram.com/p/B-sDkKwD-g1/?igshid=19epyuzcy9s05,brooklynkid1951,Tuesday,13,,2020-04-07 13:35:00,
163,2020-04-07 14:09:05-04:00,"Greetings from Brooklyn, miss you all! Stay safe and healthy @hasanminhaj @patriotact @Onsetshows – at Prospect Park",ShadowHolden,Tuesday,14,,2020-04-07 14:05:00,
164,2020-04-07 14:45:51-04:00,tuesday jules – at Prospect Park,harharbinks,Tuesday,14,,2020-04-07 14:35:00,
165,2020-04-07 15:41:49-04:00,"@darakass hi dr. Kass. I too am a Brooklyn resident and have been following your tweets and was moved by NY Times’s email feature on you. Once this is behind us , my wife and I would really love to host you and your family for dinner at our home. I am a dentist and woke at",fatespeakstruth,Tuesday,15,,2020-04-07 15:35:00,
166,2020-04-07 15:43:24-04:00,Work * at NYU Langone. And have seen the devastation of this virus. It has profoundly impacted dentists as well. My wife and I both have been infected and now have returned nearly back to normal. I very much hope you’ll take up our offer and it would be our pleasure to meet/host.,fatespeakstruth,Tuesday,15,,2020-04-07 15:35:00,
167,2020-04-07 21:20:43-04:00,"Hal Willner’s Doc Pomus Project @briccelebratebk 7/27/07 with Lou Reed, Laurie Anderson, Sharon Jones, Ben E. King, Eric Mingus http://et.al. The Hal Willner tribute should be one to remember. #covidnyc #halwillner @… https://www.instagram.com/p/B-s4PFwAvur/?igshid=f2vnyyvs2nsg",feastofmusic,Tuesday,21,,2020-04-07 21:20:00,
168,2020-04-08 09:42:59-04:00,Hello from the colonies. #blessedbethefruit @MonaChalabi we had to act out the 6 ft tool. #COVIDー19 #Queerantine #nyccoronavirus #nycparks #coronavirus #CoronavirusPandemic #BROOKLYN – at Prospect Park,Kaitruggiero,Wednesday,9,,2020-04-08 09:35:00,
169,2020-04-08 10:14:51-04:00,"Tree tops on the N side of the Vale in @prospect_park is ALIVE w warbling activity, those of you with better binoculars should have luck there. Our feathered friends are singing w extra vigor w colors looking brilliant! Eastern Towhee, Northern Flicker, and so many Oven birds. – at Vale of Cashmere",TeresaPesek,Wednesday,10,,2020-04-08 10:05:00,
170,2020-04-08 15:41:06-04:00,La vita e bella – at Prospect Park Boathouse &amp; Audubon Center,AB_underground,Wednesday,15,,2020-04-08 15:35:00,
171,2020-04-08 15:45:05-04:00,"Meanwhile, in Prospect Park, turtles congregate. – at Prospect Park Boathouse &amp; Audubon Center",pantoniades,Wednesday,15,,2020-04-08 15:35:00,
172,2020-04-08 15:53:32-04:00,"There is a wise #publichealth reason why NYC parks are still open for all solo activities amidst #coronavirus. All New Yorkers are #publicspace experts, why mindful #placemaking works so well. #activeliving #healthcare – at Prospect Park Loop",danlatorre,Wednesday,15,1.0,2020-04-08 15:50:00,0.0
173,2020-04-08 18:11:31-04:00," Want to read the first 50 pages of A GOOD MARRIAGE right now? A link to the first 50 pages will be in my newsletter THIS Friday. Sign up between now and 1 pm Friday to get them right to your inbox. Plus, you’ll… https://www.instagram.com/p/B-vHYTcA3lG/?igshid=qbt41y1smf70",kimmccreight,Wednesday,18,,2020-04-08 18:05:00,
174,2020-04-08 19:15:45-04:00,So glad to have this park during this pandemic. It doesn’t get much more socially distant than this. @Prospect Park https://www.instagram.com/p/B-vOu24j5Mt/?igshid=k1utwmjr25cv,ZachNYC,Wednesday,19,1.0,2020-04-08 19:05:00,0.0
175,2020-04-08 19:20:19-04:00,“Happiness is letting go of what you think your life is supposed to look like and celebrate it for everything that it is.”. #eveningwalk #thenewnormal #socialdistancing #prospectpark… https://www.instagram.com/p/B-vPQATpRCysKadg8IumHOxTKgom845k62fQoA0/?igshid=1bejg5cjwu7dw,_sanjeevation,Wednesday,19,,2020-04-08 19:20:00,
176,2020-04-08 21:02:33-04:00,"“Lively, diverse, intense cities contain the seeds of their own regeneration” - Jane Jacobs – at Prospect Park",jcheiffetz,Wednesday,21,,2020-04-08 20:50:00,
177,2020-04-08 21:24:37-04:00,"It’s just my observation —but those the most guilty of not giving enough space are the runners who are not wearing masks. I get it, I want to exercise too...It’s not that difficult to be courteous & aware. I’m not… https://www.instagram.com/p/B-vdNGlHmli/?igshid=1gmv4f3wqlsm7",jolenesiana,Wednesday,21,0.0,2020-04-08 21:20:00,1.0
178,2020-04-08 22:02:52-04:00,I discovered some new (to me) parts of Prospect Park... I usually take my bike there but I’ve just been going on my sanity walks there lately... I am so grateful for the park... #sanitywalk #prospectpark… https://www.instagram.com/p/B-vhIREn6ZS/?igshid=ykvm3077r3ef,jolenesiana,Wednesday,22,,2020-04-08 21:50:00,
179,2020-04-09 00:30:46-04:00,Keep your distance methane boy @Prospect Park https://www.instagram.com/p/B-vyyCVgAJ2/?igshid=1qhjrp6nkc96o,JonezyKarona,Thursday,0,,2020-04-09 00:20:00,
180,2020-04-09 07:18:41-04:00,"@BestBuy @BestBuySupport if our store is open and we pre ordered, I was told we can pick up final fantasy vii remake early today between 3-6pm instead of tomorrow. Can you verify this to be true ?",fatespeakstruth,Thursday,7,,2020-04-09 07:05:00,
181,2020-04-09 08:57:37-04:00,"Are you blind or just insane? Social distancing is not working, certainly not in Brooklyn! How many pictures do I have to send to you to prove it? Why are people outside at all if we are to shelter in place? – at Prospect Park",Kuch516,Thursday,8,0.0,2020-04-09 08:50:00,1.0
182,2020-04-09 12:11:57-04:00,Eastern phoebe in @prospect_park. Day 15 of posting photos I’ve taken of NYC wildlife #bird #birdsofinstagram #birdbk #animals #wildlife #wildlifephotography #nyc #nycwildlife #nycwild #spring #coronavirus #brooklyn #leica #leicaphotography – at Prospect Park,allieri,Thursday,12,,2020-04-09 12:05:00,
183,2020-04-09 14:28:46-04:00,I'm on the roof #fuk #that Still #zonedout @bwayj @bentleyrecords #bwayj #vytalsygnzmusic #bgod #bentleygang #nyc #la #newyorkcity #brooklyn #queens #broadwayjoe #worldwide #recordlabel #hiphop… https://www.instagram.com/p/B-xSrmBjwBA/?igshid=mljsfv86ko77,joelmylesjr,Thursday,14,,2020-04-09 14:20:00,
184,2020-04-09 22:15:21-04:00,A socially distant outing. Felt like a vacation @Prospect Park https://www.instagram.com/p/B-yIE5jB22z/?igshid=1rtx6prtoirfl,ItsMeChristiane,Thursday,22,,2020-04-09 22:05:00,
185,2020-04-10 08:15:25-04:00,Sending good wishes from your old neighborhood. ,dmandl,Friday,8,,2020-04-10 08:05:00,
186,2020-04-10 09:15:29-04:00, – at Prospect Park,_peggyli,Friday,9,,2020-04-10 09:05:00,
187,2020-04-10 11:00:38-04:00,Large #NotesFromOurPandemic popping up in @prospect_park in #Brooklyn. – at Prospect Park,OurPandemicNote,Friday,11,,2020-04-10 10:50:00,
188,2020-04-10 15:04:24-04:00,"“Cats and Dog Cloz” Our quarantined entrepreneur has opened another shop... Swipe for her first customer, Oliver Sunflower, in our laundry pile. . . . . . #quarantine #thisissix #catsofinstagram #covid #nyc… https://www.instagram.com/p/B-z7jjNHYSb/?igshid=1l9k7muhzyel5",ZiaPriven,Friday,15,,2020-04-10 14:50:00,
189,2020-04-10 15:50:36-04:00,Birdwatching in Prospect Park. #yesimwearingit @Boathouse on the Lullwater of the Lake in Prospect Park https://www.instagram.com/p/B-0A16hB9-p/?igshid=10gnf2glwn71j,asheresque,Friday,15,,2020-04-10 15:50:00,
190,2020-04-10 17:15:04-04:00,Freedom! @Prospect Park https://www.instagram.com/p/B-0Jwo2BVQV/?igshid=dp73c8l7up8n,scottpiro,Friday,17,,2020-04-10 17:05:00,
191,2020-04-10 18:09:21-04:00,"In this case, three feet are enough (distance doubles in the mirror)",Helobiae,Friday,18,,2020-04-10 18:05:00,
192,2020-04-10 18:53:42-04:00, @Prospect Park https://www.instagram.com/p/B-0Vy1whbyh/?igshid=163r5ijkp3qgq,scottpiro,Friday,18,,2020-04-10 18:50:00,
193,2020-04-10 18:54:15-04:00,Just posted a photo @Prospect Park https://www.instagram.com/p/B-0V3KNhmF-/?igshid=103kzr5qy9vqx,scottpiro,Friday,18,,2020-04-10 18:50:00,
194,2020-04-10 18:55:04-04:00,Social distancing with a #goose @Prospect Park https://www.instagram.com/p/B-0V8_KBPYm/?igshid=oykfiw9c3mcz,scottpiro,Friday,18,,2020-04-10 18:50:00,
195,2020-04-10 18:56:38-04:00, @Prospect Park https://www.instagram.com/p/B-0WIfqhmlK/?igshid=1e1vs6hlmh1uv,scottpiro,Friday,18,,2020-04-10 18:50:00,
196,2020-04-10 18:56:51-04:00,Just posted a photo @Prospect Park https://www.instagram.com/p/B-0WKP0Bqf_/?igshid=1ff4uzehl5hbq,scottpiro,Friday,18,,2020-04-10 18:50:00,
197,2020-04-10 18:57:43-04:00,#KeepThisFarApart @Prospect Park https://www.instagram.com/p/B-0WP-_hMQW/?igshid=bcky130zbwht,scottpiro,Friday,18,,2020-04-10 18:50:00,
198,2020-04-10 18:59:14-04:00,Kiddush @The Nethermead https://www.instagram.com/p/B-0Wbb2BFwN/?igshid=yxmml9k1kfvy,scottpiro,Friday,18,,2020-04-10 18:50:00,
199,2020-04-10 19:47:58-04:00, @Prospect Park https://www.instagram.com/p/B-0cAjNHus8/?igshid=19i7ldsaqpgxe,4chrissimon,Friday,19,,2020-04-10 19:35:00,
200,2020-04-10 22:24:45-04:00,right @elonmusk? – at Prospect Park (Lookout Hill),tesla_hot,Friday,22,,2020-04-10 22:20:00,
201,2020-04-11 12:44:39-04:00,Stumbled across the McConnell Family Picnic. – at Prospect Park,MFBarna,Saturday,12,,2020-04-11 12:35:00,
202,2020-04-11 14:23:11-04:00,"hi, i am now an amateur birder. – at Prospect Park",hollice,Saturday,14,,2020-04-11 14:20:00,
203,2020-04-11 16:57:01-04:00,Lifting reading material from the slope. Love these free-books-on-the-stairs giveaways,urbanizaditico,Saturday,16,,2020-04-11 16:50:00,
204,2020-04-11 18:06:28-04:00,"If a turtle is told to quarantine at home, does it just go inside it's shell? @Prospect Park https://www.instagram.com/p/B-21L5shJk3/?igshid=1bx9mbs0fused",FitzsPhotos,Saturday,18,,2020-04-11 18:05:00,
205,2020-04-11 18:16:45-04:00,"After days of playing Animal Crossing, walking behind this cute bear-person did not phase me @Prospect Park https://www.instagram.com/p/B-22XSrj8H6/?igshid=uvxkxlp28b8o",TheRoadSouthern,Saturday,18,0.0,2020-04-11 18:05:00,1.0
206,2020-04-11 19:52:41-04:00,I needed a cigar break. @Prospect Park https://www.instagram.com/p/B-3BVwMJGgn/?igshid=11o5llla8ytdk,Vharris01,Saturday,19,,2020-04-11 19:50:00,
207,2020-04-11 20:22:32-04:00,Fixed these signs. – at Prospect Park Loop,ThomasHynes,Saturday,20,,2020-04-11 20:20:00,
208,2020-04-11 21:03:01-04:00,Perfect running weather today Summer 2021 body loading – at Prospect Park,doubleo8s,Saturday,21,,2020-04-11 20:50:00,
209,2020-04-12 01:35:22-04:00,Just posted a photo @Prospect Park https://www.instagram.com/p/B-3oj4spgec/?igshid=1tgps7dhxa643,brooklynkid1951,Sunday,1,,2020-04-12 01:35:00,
210,2020-04-12 10:00:50-04:00,Haven’t seen @NYCParks break up a single gathering of people but they did just tell me to leash my dog alone on an open field at 930. – at Prospect Park,AnsorgeNYC,Sunday,10,0.0,2020-04-12 09:50:00,1.0
211,2020-04-12 11:04:59-04:00,"#HappyEaster! . from the beautiful non-binary Good Wine Bunny (who, as you can see is successfully #sociallydistancing yet’s still very much #inthemix (&amp; with a #facemask ) ...#wecandothis #together #safelyapart ;#original #wallart by @rabbipainter) #wedeliver or #pickup",GoodWineNYC,Sunday,11,,2020-04-12 10:50:00,
212,2020-04-12 16:26:13-04:00,Happy Easter,cheesyearthgirl,Sunday,16,,2020-04-12 16:20:00,
213,2020-04-12 18:02:08-04:00, There are worse things than staring at the water on a Sunday – at Prospect Park,JeremyWest,Sunday,18,,2020-04-12 17:50:00,
214,2020-04-12 19:06:12-04:00,Hola – at Prospect Park Boathouse &amp; Audubon Center,WilsonC18932725,Sunday,19,,2020-04-12 19:05:00,
215,2020-04-12 19:45:47-04:00,"Easter looks a bit different this year, but I had my first trip to wegmans with @hikemernandez and spent the afternoon with our favorite outside at Prospect Park. Between face masks and #socialdistancing it can… https://www.instagram.com/p/B-5lWSJFzig/?igshid=yfapq3xettrr",malward314,Sunday,19,,2020-04-12 19:35:00,
216,2020-04-12 23:39:04-04:00,EL OH EL. I HAD TO MAKE A NEW TWITTER THE DAY I CROSSED CAUSE I WAS ON LINE SO LONG IT PERMANENTLY DEACTIVATED .. Happy Divaversary to me & mine Do you remember when you joined Twitter? I do! #MyTwitterAnniversary,_mayamiaa,Sunday,23,,2020-04-12 23:35:00,
217,2020-04-13 07:06:51-04:00,#TFW you run in the park and see only one other person. – at Prospect Park Loop,robsmy,Monday,7,1.0,2020-04-13 07:05:00,0.0
218,2020-04-13 12:07:26-04:00,During unprecedented times; there are still shining nursing moments like this: To the OR Deployment Team; Med/Surg thanks & appreciate you #AndreRodriquez #OurCOO #MedSurgRockingThruItAll @NYPBrooklyn @ErnestoPMir,AishaD_Miller,Monday,12,,2020-04-13 12:05:00,
219,2020-04-13 14:17:13-04:00,Just posted a photo @Park Slope Historic District https://www.instagram.com/p/B-7kitBAfW4/?igshid=1xm2ynsewcno3,DonMcKenzie,Monday,14,,2020-04-13 14:05:00,
220,2020-04-13 20:17:00-04:00,#twilight #tulip #wabisabi #hyacinths @Park Slope Historic District https://www.instagram.com/p/B-8Nt0mFhQC/?igshid=14tdxf6zsp371,LostMagicFound,Monday,20,,2020-04-13 20:05:00,
221,2020-04-13 20:56:42-04:00,Prospect Park coming through – at Prospect Park,doubleo8s,Monday,20,,2020-04-13 20:50:00,
222,2020-04-13 23:18:30-04:00,I think this is a shortcut should I take it? #brooklyn #prospectpark @Prospect Park https://www.instagram.com/p/B-8ifGdARkr/?igshid=1t7e4lyx7wxx0,mrseanpatton,Monday,23,,2020-04-13 23:05:00,
223,2020-04-14 00:13:47-04:00,"Mi vieja tenía unos ahorros y yo quería comprar acciones como hago acá, pero yo pensaba alguna forma de que ella me envíe el dinero y comprar acá… no sabía que se podía comprar desde Argentina! Que sitio/web recomendas para comprar?",jiserra,Tuesday,0,,2020-04-14 00:05:00,
224,2020-04-14 00:29:45-04:00,"Voy a averiguar con esos, merci!",jiserra,Tuesday,0,,2020-04-14 00:20:00,
225,2020-04-14 09:36:34-04:00, #morningcommute #brooklyn #nyc @Park Slope Historic District https://www.instagram.com/p/B-9pN4fg3NA/?igshid=njgnh8utbeoj,Cooljonskie,Tuesday,9,,2020-04-14 09:35:00,
226,2020-04-14 13:27:09-04:00,"What day of the quarantine is it? I’ve been counting from 3/11 (when WHO officially called it a global pandemic) so this is day 34, but what day is it for you guys?",BlackJohnRoss,Tuesday,13,,2020-04-14 13:20:00,
227,2020-04-14 15:30:47-04:00,daily julius – at Prospect Park,harharbinks,Tuesday,15,,2020-04-14 15:20:00,
228,2020-04-14 16:56:56-04:00,@rogie Hey Rogie! What app do you use to show your keystrokes on your streams? Looks super nice. Thanks a lot!,jiserra,Tuesday,16,,2020-04-14 16:50:00,
229,2020-04-14 18:37:30-04:00,Just got out of the house for the first time in four days and was heartened to see this.,dmandl,Tuesday,18,,2020-04-14 18:35:00,
230,2020-04-14 19:24:04-04:00,A little late day sun. @Prospect Park https://www.instagram.com/p/B--sc-pgrbC/?igshid=1vzqv9bzmeic0,vermilionink,Tuesday,19,,2020-04-14 19:20:00,
